    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
      -1.317217461,      0.7575980485,       1.080922604,       3.990440257,       1.953550682,        4.43786002
       -1.41836053,      0.3358047115,       1.071292778,       3.896313773,       2.217945419,       8.157913034
      -1.275687349,      0.3548876454,       1.089942913,       4.091485592,        2.00813712,       11.76112654
      -1.329762394,       0.318599576,       1.112306702,       3.978977189,       2.001915353,       11.15857252
      -1.397718372,      0.4693447214,       1.022441252,       4.020126436,       2.005398936,       10.55628591
      -1.434679573,       0.429777575,       1.179089764,       3.876936816,       2.025532013,       9.954345315
      -1.426897712,      0.5094892109,       1.008347109,       3.979656224,       2.055938302,       9.352831152
      -1.346169813,      0.5127718527,       1.139870658,       3.937457596,       2.092537078,        8.75198944
      -1.416749491,      0.6865450706,       1.057141751,       3.927651488,       2.025676482,       8.152407241
      -1.301573756,      0.4950408703,       1.141700198,       4.018168164,       2.110831304,       7.555293049
      -1.362050295,      0.6753443485,       1.075858818,        3.95209424,       1.996071882,       6.963012848
      -1.345521103,      0.4169356935,        1.11203714,       3.942764228,       2.029441293,       6.380047133
      -1.280689611,      0.6277140487,       1.103501744,       4.075585245,       1.970096493,       5.814533144
      -1.254290486,      0.4760716697,       1.177628323,       4.042557405,       1.851082722,       5.280215395
      -1.397551741,      0.6823147685,      0.9814440094,       3.964781837,        1.89167725,       4.797444964
      -1.514370802,      0.1305519666,       1.018981842,       3.796617139,       1.906192309,       4.390277971
      -1.436427376,       0.249151623,      0.9594529079,       3.922447393,       1.981370931,       4.073022283
      -1.436098636,      0.2240305797,       1.061460248,       3.856556376,       2.014078405,       3.864304677
      -1.338634642,      0.4933123284,        1.07286579,       4.032966079,       2.050605515,       3.734738709
      -1.323008506,      0.4497978309,       1.151697886,       3.997322682,       2.053953781,       3.665237067
      -1.394795525,      0.7209062575,       1.057083254,       3.950666004,       2.045024351,       3.614762719
       -1.29754141,      0.5369531872,        1.17614052,       4.015264508,       2.069128413,       3.581451735
      -1.285203025,      0.8199105186,        1.09820146,       4.038896231,       1.970230041,       3.497309248
      -1.335772627,      0.4340213277,        1.10313722,       3.971687008,       1.962492137,       3.466090609
      -1.357083888,      0.5011057043,       1.022199784,       4.005878214,       2.001526557,       3.502260605
      -1.398637638,      0.3828372809,       1.094325066,       3.877219607,       1.979556155,       3.502979445
      -1.386249201,      0.5465919077,        1.01534338,       3.996050323,       2.006303538,       3.456939238
      -1.375093112,       0.456044114,       1.165128724,       3.926798491,       2.020095777,       3.486549143
      -1.371216048,      0.6940355427,       1.045704544,       3.985823245,       2.002056864,       3.517564136
      -1.297914488,      0.4674764706,       1.145201572,       4.008860577,       2.025258683,       3.501033974
      -1.366477984,      0.6510447886,       1.035981718,       3.963246562,        1.99109652,       3.487685678
      -1.335752343,      0.4428493638,       1.112403382,       3.946325512,       2.019070324,       3.511690945
      -1.315404065,      0.6472898293,       1.065770893,       4.027584021,       1.985769408,       3.529745873
      -1.223949552,      0.5313789423,         1.1789284,       4.079398506,       1.953431777,       3.416078144
      -1.342418617,      0.7622014502,       1.025477737,       3.969906044,       1.895574029,       3.223440934
      -1.432114324,      0.2027621282,       1.028895841,       3.901153567,       1.924187378,       3.400291169
      -1.385163148,      0.2986180355,      0.9945855564,       3.937766278,       1.944096291,       3.408745535
      -1.363956253,      0.2209989072,       1.059939462,       3.948120953,       1.991404027,       3.611808737
      -1.225740142,      0.4144900059,       1.018837731,       4.137702234,       2.043449581,       3.723462148
      -1.135204386,      0.3113350219,       1.076937539,       4.146803251,       1.703914354,       2.994889313
       -1.66443015,      0.2144530722,      0.6899511513,       3.629041675,       1.752671962,       3.272346181
      -1.789110493,      0.1232312748,      0.3148528607,       3.709208506,       1.778326451,       3.332169338
      -1.729663014,    -0.02738700062,     0.09812961761,       3.749327879,       1.771713739,       3.321905931
      -1.756506115,     -0.2657860965,    -0.06432578171,       3.720407893,       1.742052291,        3.28006112
      -1.819354931,      -0.217125284,    -0.04944957863,       3.652107216,       1.633541842,       3.066813043
      -2.022372429,      -0.115328333,     0.05213577772,       3.389190809,       1.600656998,       2.934205011
      -2.006636351,     -0.1258635892,    -0.07578163263,       3.249563105,       1.490324377,       2.888824773
      -1.885909851,     -0.4584460344,      0.1467372922,       3.324416363,       1.706739034,       3.164906924
      -2.007147865,     -0.1241646843,      0.5377922089,       3.332464469,       1.915914461,       3.446733216
      -1.652613693,      0.2920459799,      0.8265282851,       3.589561929,       1.868377515,       3.489438518
      -1.644726368,      0.3529832588,      0.9096752162,       3.769965171,       2.075530648,       3.525655643
      -1.672205731,      0.3828843141,       0.996778144,       3.645509727,       2.282751305,       3.613377304
      -1.511863844,      0.6637863289,       1.060233377,       3.860989992,       2.170005133,       3.679493063
      -1.305964154,      0.5780053214,       1.179251658,       4.019555024,       2.286736492,       3.623631793
      -1.433912894,      0.8196138619,       1.064593934,       3.795059341,       2.104374375,       3.381236381
      -1.462979054,      0.4838812639,       1.005836233,       3.924398816,       2.222530497,        3.62628468
      -1.260746234,      0.3942601573,       1.177318094,       4.086189208,       2.198469977,       3.472539342
      -1.391962852,      0.3606287318,       1.066908543,       4.005150952,       1.965363658,       3.270109123
       -1.44056581,    0.006426207456,       1.024803351,       3.922795853,       2.168232929,       3.630567562
      -1.370354784,      0.3734533685,       1.174554716,        3.99871929,       2.003659856,       3.560013724
      -1.472058935,      0.2890936637,      0.9872481017,       3.989107289,       2.096661156,       3.509890049
      -1.541553156,      0.2911944407,        1.02958559,       3.794016918,        2.14804653,       3.704290591
      -1.359961061,      0.5115703465,       1.080158986,       3.985508848,       2.077067033,       3.538620913
       -1.51298043,      0.4958824037,       1.103975323,       3.834133414,       2.116167457,       3.600267487
       -1.43839692,       0.411317775,       1.074225797,         3.8932217,       2.018872332,       3.539893371
      -1.520021181,      0.4414166703,       1.070658618,       3.835587184,       2.198390608,       3.626843573
      -1.381693192,      0.4982506776,       1.131107931,       3.943192624,       2.252384667,       3.561787094
      -1.460324824,       0.620135368,       1.102348961,       3.891832758,       2.055960251,       3.511564436
      -1.386867158,      0.3435493405,       1.061692573,        3.98202829,       2.243905562,       3.691443921
      -1.330546044,      0.4723398305,       1.103348059,       4.006260539,       2.065122212,       3.665347094
        -1.5173081,      0.2647699543,      0.8781508525,       3.976434653,       2.080120643,       3.653214439
      -1.444032428,      0.1663166114,       1.036677001,       3.907998004,       1.908544757,       3.707927403
      -1.513812592,     0.08063014445,      0.8167665331,       3.863245038,       2.062488381,       3.856763835
      -1.532363599,      0.2640249631,      0.9385709136,       3.747285252,       2.227347762,       3.988433704
      -1.392029018,      0.5621912836,        1.09778338,       3.941115693,       2.104315991,       4.129414167
      -1.371648587,      0.3722734118,       1.000110928,       4.040193271,       2.229512401,       4.343850487
      -1.317265229,      0.6921042329,       1.107202665,       4.009909244,       2.238575099,       8.562373764
      -1.346720724,      0.5068951243,       1.162910058,       3.969797285,       1.913833986,       12.58195981
      -1.434625756,      0.2127711568,      0.8992861321,       3.996804303,       2.013970555,       11.98077988
      -1.239957214,      0.2311207392,      0.7040968878,       4.168138478,       2.051921107,       11.38046481
         -1.144617,      0.3432474619,      0.5455141314,       4.256972882,       2.064729785,       10.78070509
       -1.16024497,      0.4235395862,      0.5763788594,       4.247913397,       2.082961389,       10.18166922
      -1.304461509,      0.4705622091,      0.6512438445,       4.118486138,        1.92389016,       9.583587241
      -1.635390088,      0.4557828982,      0.6349008713,        3.80154334,       1.821779873,        8.98679794
      -1.878814606,      0.3586337799,      0.4693111519,        3.40246527,       1.816710438,       8.391818854
      -1.681670647,      0.2228649193,       0.118355207,       3.622819797,       1.752098245,       7.799407306
      -1.856695744,     0.05886860593,      0.2330508494,       3.410217522,        1.76670796,        7.21057651
      -1.773864525,     0.09683273148,      0.3531824567,       3.515492319,       1.922367289,        6.62665174
      -1.850794566,     0.05098757394,      0.8037626062,       3.536265319,       2.096431616,       6.052678035
      -1.608021648,      0.3970111349,      0.9276438702,       3.585064489,       2.042792696,       5.503789001
      -1.668690907,      0.5576154497,       0.936853101,       3.769846849,       2.190079738,       4.998611805
      -1.386510242,      0.5914800728,       1.158629376,       3.925820706,       2.346738385,       4.563171532
      -1.466726008,      0.8464532751,       1.015826416,       3.755759435,       2.065325345,       4.210733488
      -1.561534764,       0.485307521,      0.9301969599,       3.828019121,       2.303321965,       3.983345153
       -1.29229472,      0.4241443931,       1.154807312,       4.056153123,       2.307406955,       3.758225102
      -1.413530952,      0.3281936492,       1.040249741,       4.029099422,       2.192381641,       3.622205431
      -1.401910463,     0.06919650479,       1.137749656,       3.944628344,       2.309181037,         3.6920404
        -1.3991124,      0.4974797677,       1.169036799,       3.953874337,       2.109182197,       3.647985409
      -1.530560932,      0.3288432989,       1.025252002,       3.881418209,       2.146999764,       3.567824158
      -1.504741113,      0.3809525652,        1.09236291,       3.907519639,        2.09137345,       3.651417406
      -1.389245798,       0.463827108,       1.125487894,       3.943189137,       1.986470653,        3.43701294
      -1.606146317,      0.6037107596,      0.9839447591,       3.731420133,       1.950850243,       3.435100842
      -1.469701112,      0.3823155992,      0.9949225524,        3.89731624,       2.031853809,       3.416796273
      -1.538493445,      0.4188410799,       1.012843735,       3.828048793,       2.012578249,        3.43417847
      -1.542192483,      0.3410437526,      0.9816485659,       3.789709515,       2.076096488,       3.483236808
       -1.52689534,      0.2763261934,       1.027747009,       3.840983503,       2.187232014,       3.590331594
      -1.406400884,      0.5011884212,        1.12099122,        3.90837103,        2.02535277,        3.39751508
       -1.50926811,      0.6083738273,       1.053924617,       3.861686405,       2.101876274,       3.299132233
       -1.46904493,       0.283963272,        1.03880085,       3.896148819,       2.309524054,       3.558777725
      -1.396349942,      0.4392482884,       1.085030535,       3.944794151,       2.141773338,        3.56892316
      -1.457065682,      0.3249059495,       1.021057603,       3.928673456,       2.256913633,       3.623159483
      -1.403040141,      0.3702144764,       1.105271872,       3.939820516,       2.175226935,       3.667499991
      -1.395012009,      0.5237811429,       1.126867304,       3.922748323,       1.992863233,       3.471234173
      -1.448472075,      0.6479078963,       1.048322136,       3.912394338,        2.01799814,       3.501143265
       -1.35027135,      0.3941707212,       1.066626293,       3.982292108,        1.93949041,       3.460010164
      -1.478638088,      0.4380580332,      0.9674509635,       3.863631797,       1.972106667,       3.436023953
      -1.519921912,      0.3019663653,      0.9543864971,         3.7795919,       2.017545654,       3.526320994
      -1.400323215,      0.3798704506,      0.9930307814,       3.970214551,       2.032585467,       3.588379351
      -1.381700776,      0.4299071047,       1.085939433,       3.912887629,       1.951277529,       3.484960635
      -1.483447781,      0.5769558886,      0.9643643558,       3.840376525,       1.892830945,       3.461105249
      -1.409799711,      0.3977285606,       1.048964359,       3.922938095,        1.91096944,       3.403210518
      -1.467027388,      0.4649799865,      0.9859419411,       3.857540105,       1.827896309,       3.282581619
      -1.468420034,      0.1979132709,      0.9030645251,       3.868420905,        1.97807866,       3.531079876
      -1.391662744,      0.3511320977,       0.999913375,        3.95369328,       1.958118237,        3.51890628
      -1.530572806,      0.2107438938,      0.9003760309,       3.901117655,       1.995896125,       3.485580881
      -1.462141909,      0.3395135528,      0.9365876435,       3.873137252,       2.018087794,       3.509693683
      -1.393156909,      0.3104670555,       1.014924119,       3.933659616,       2.052366004,        3.60308217
      -1.387560312,      0.4399858661,       1.081919345,       3.955108308,       2.006945155,       3.559642306
      -1.489016936,      0.2437212821,       0.953454853,       3.932980698,       2.058707683,       3.556591061
      -1.430723265,      0.4103276894,      0.9875148081,       3.912254673,       2.190377947,        3.73351682
      -1.295826476,      0.5586430612,       1.127536896,        4.00928826,       1.950677845,       3.508462398
      -1.434766516,      0.6737598875,       1.021797541,       3.877237578,       1.918700479,       3.532851298
      -1.372755775,      0.4249147442,       1.036875026,       3.949754492,        1.89422628,       3.437341602
      -1.478478963,       0.444381184,      0.9809602388,       3.832425689,       1.885471115,       3.416424464
      -1.449372822,      0.3192342288,      0.9691689005,       3.878357845,        1.93977221,       3.486567655
      -1.425775511,      0.3061371495,       1.002725213,       3.909700121,       1.972475158,       3.530067824
      -1.418346368,      0.3858061208,       1.027371775,       3.887144341,       1.951679906,       3.511070502
      -1.422465068,      0.4407032585,       1.014159778,       3.911660459,       1.988472197,        3.54408719
      -1.329459821,      0.4267903105,       1.102700456,       3.996174835,       1.907417565,       3.480015197
      -1.399991524,      0.6008275069,       1.021382352,       3.916762007,       1.856603194,       3.406758907
      -1.405018678,      0.1451887964,      0.9214164109,       3.940337161,       1.971325716,       3.541331688
      -1.368463125,      0.2840439051,       1.016521725,       3.957457738,       2.153828587,       3.581707103
      -1.415463832,      0.2128281593,       1.034339586,        3.90980945,        2.07870162,       3.663970904
      -1.326870711,      0.2722080937,       1.118554544,       4.036615291,       2.250997451,       3.724153083
      -1.332279266,      0.3003075667,       1.196473794,       3.967260064,       1.989563342,       3.709932802
      -1.374778197,      0.5112511735,        1.05172988,       4.008643241,       2.048072228,       3.794179766
      -1.322412708,      0.3931559612,       1.187740834,       4.001403546,       1.942613263,       3.864373637
      -1.336742966,      0.5433626966,       1.080587328,       4.027626152,       1.968679201,       3.996356456
      -1.390941562,      0.2402116349,       1.071815008,        3.89192692,       1.993031185,       4.185909236
      -1.323590679,       0.238011126,       1.062538696,       4.058734853,       2.052271645,        4.42398556
      -1.391075601,      0.2427470747,       1.110355111,       3.953485771,       2.188424109,       8.175052493
      -1.348525925,      0.3596108381,      0.9839775045,        4.04136821,       2.045442596,       11.79724789
      -1.327231011,      0.4709742915,       1.142074649,       3.982300006,       1.909375764,       11.19468361
      -1.429083443,      0.6080614919,       1.013190002,       3.917943455,       1.876679023,       10.59236407
      -1.440228728,      0.2002520975,      0.9858867204,       3.871170945,       2.021510472,       9.990382424
      -1.347876478,      0.2685777086,       1.059201774,       4.021801933,       2.024238929,       9.388822194
      -1.452527289,      0.2015258424,       1.024396289,       3.939589488,       1.986748207,       8.787916194
      -1.408239911,      0.2385929196,      0.9945947271,       3.961100393,       2.019730385,        8.18822511
      -1.377590384,       0.193846543,       1.072157501,       3.918743825,       1.992871805,       7.590902065
      -1.357516642,      0.2959523004,        1.04390235,       4.021074183,       2.113539868,       6.998222549
      -1.357132997,      0.3239630299,       1.117292821,       3.920592533,        2.06747429,       6.414501814
      -1.367805682,       0.418784204,       1.079696574,       4.019528621,       2.089575775,       5.847610837
      -1.397194072,      0.3175769671,       1.152444345,       3.910763886,       2.015192724,          5.310937
      -1.378268689,       0.477848713,       1.067552721,       4.002148083,       2.062253061,       4.825022272
      -1.332467682,      0.4224656611,       1.169314402,       3.972813203,       1.983456368,       4.412925844
      -1.388375631,      0.5751801428,       1.053940764,       3.981098494,       1.995218678,       4.088616058
      -1.370299467,      0.2427159504,       1.058675371,       3.936644756,       2.049103265,        3.87609215
      -1.317933777,      0.3514689513,        1.06778186,        4.05468266,       2.025840731,       3.727799904
      -1.427552292,      0.2296930658,       1.029348651,        3.95559484,        1.97032483,       3.560841546
      -1.410644471,      0.2987748131,      0.9717001893,       3.955009249,       1.970872621,       3.442133797
      -1.368869055,      0.2351053168,       1.042537817,       3.942080904,       1.958839058,       3.445166389
      -1.349574925,      0.2051304934,      0.9904595595,       4.016813626,       2.081841982,       3.545672812
      -1.364583007,      0.3649505715,       1.088914749,       3.928761345,       2.190208273,       3.701165002
      -1.297864134,      0.3820543152,       1.074930644,       4.047993352,       2.133076137,       3.639139496
      -1.288408388,      0.7279631237,       1.143872229,       4.029057796,       2.128111299,       3.642080573
      -1.228388395,      0.5596506562,       1.205791615,       4.120321448,       2.056027265,       3.579731859
      -1.279803499,      0.8723914585,       1.102100167,       3.994053049,        1.93118655,       3.445937905
      -1.311853403,      0.3618282679,       1.025589567,       4.052576924,       2.047173278,       3.615751631
       -1.25298011,      0.5455165158,        1.10675935,       4.057038087,        1.92849171,       3.363532903
      -1.250214875,      0.3826482192,      0.9527884364,       4.148907131,       1.970612112,       3.438737464
      -1.349320169,       0.254630792,       1.137897774,       3.959380689,       2.067163112,        3.56939194
      -1.427646671,      0.5031840539,       1.028067849,       3.956198598,       2.106997112,       3.690641823
      -1.445414599,      0.3660273165,       1.072220993,       3.838095653,       2.041308983,       3.532860496
      -1.477224962,      0.3780185636,       1.039054111,       3.908205646,       2.064486596,       3.612446424
      -1.383872345,      0.4722393338,        1.14005196,        3.92417863,       1.994554614,       3.448936854
      -1.466846253,       0.553681176,       1.021510963,       3.902768584,       1.972665784,       3.440443996
      -1.382726222,      0.4093098038,       1.071719613,       3.954090625,       2.016857435,       3.448864293
      -1.437512902,      0.3838000977,       1.026045044,        3.92712757,       2.048110992,       3.471005196
      -1.426879392,      0.3497294425,       1.051641046,       3.888383357,       2.082452962,       3.525570244
      -1.382279537,      0.2945437579,       1.062667736,        3.99029142,       2.166993473,       3.608739637
        -1.3087101,      0.4921257961,       1.162204016,       4.000868075,       2.036912659,       3.456336585
      -1.379717068,      0.6601845456,       1.062309542,        3.97219603,       2.019102172,       3.350809948
      -1.364862239,      0.2196680414,       1.047297009,       3.975766465,       2.054032138,       3.510157743
      -1.348140802,      0.3903351835,       1.028821428,       4.005748061,       2.021611111,       3.545716666
      -1.446476645,      0.2579799051,       1.006112219,       3.880879777,       2.076455236,       3.651002741
       -1.33029843,      0.2931030743,      0.9506455947,       4.076184826,       2.105098952,       3.697362989
      -1.282022471,      0.3860539656,       1.163486294,        3.98337789,       2.000949187,        3.64614702
      -1.305191809,      0.3705492034,      0.7746513989,       4.097099486,       1.481719674,        3.04018714
      -1.782134401,      0.2278194763,      0.6368483023,       3.434029022,        2.03384566,        3.59304182
      -1.494086228,      0.1961857846,      0.7253129964,        3.93153037,       2.041836573,       3.712529288
       -1.21782015,      0.3802611407,       1.048828542,       4.074983831,       1.960032605,       3.528875235
      -1.717609919,      0.2476925828,       0.905485907,       3.720374688,       2.107058657,       3.771291765
      -1.076865285,      0.5626277607,       1.106963128,       4.223565287,       2.023222752,       3.639259004
      -1.229191519,      0.2416362102,      0.9443347528,        4.15986711,       1.623328388,       3.053290524
      -1.872497724,     0.02481023523,       0.409569948,       3.246478186,       1.619262808,       3.026604204
      -2.261481548,   -0.001671096831,      0.1323998922,       3.097593876,       1.645659853,       3.086200713
      -2.234851212,    -0.03719699348,     0.01586632894,       3.309794938,       1.635443245,       3.086418164
      -2.261844995,    -0.09621595761,    -0.06027726337,       3.297528653,       1.623596532,       3.085763098
      -2.296226141,     -0.1749840301,     -0.1701849056,       3.275064031,       1.591530859,       3.063515194
      -2.370067034,     -0.2739482824,     -0.2859926724,       3.183159481,        1.53617966,       3.035132561
      -2.401032621,     -0.3874417917,     -0.4107693345,       3.043690575,       1.441334638,       2.999384702
      -2.323294599,     -0.5415862139,     -0.4384989933,       2.867842588,       1.384209054,       3.008477164
      -2.349296306,     -0.6184678486,     -0.4846601755,       2.879656145,       1.301114549,       3.010875042
      -2.235552554,     -0.6037242217,    -0.07746480755,       3.032991147,       1.509874104,       3.144964847
      -2.327427682,     -0.3333538468,      0.3075034341,       3.026573083,       1.719592987,       3.290613935
      -1.916907641,     0.02897426646,      0.6111679765,        3.36002537,       2.013794476,       3.580586718
      -1.565613092,      0.2718958455,      0.9859061718,       3.832689997,       2.181604521,       3.600167612
      -1.616370914,      0.2857599308,      0.8960097721,       3.903298697,       2.394067417,       3.747507413
      -1.339569678,      0.4714619248,       1.077963415,       4.074958093,        2.38948286,       3.963362417
     -0.9796072456,       0.625928244,       1.312555491,        4.30151799,       2.240219798,       3.882089305
      -1.046423049,      0.4877567326,       1.150839332,       4.345305588,       1.570483641,       3.318688182
      -1.732281256,     0.09671645932,      0.5414247035,       3.814891681,       1.390525459,       3.209371489
       -2.24897547,      0.1430375473,      0.3358361088,       3.446594992,       1.489578342,       3.214890485
      -2.183431791,      0.1803012323,      0.2881692272,       3.474033743,       1.484184686,       3.241850475
      -2.072055124,      0.1984438582,      0.2802641263,        3.15578514,       1.164193199,       3.217566427
      -2.164603579,      0.1512604822,      0.1798874578,       2.920151904,       1.606430369,       3.349783665
       -1.71865013,      0.1483544945,      0.2809363781,       3.490611746,       1.598455259,        3.29274683
      -2.110838134,     -0.1676816788,      0.6134286177,       3.383552415,       2.060105663,       3.653260459
      -1.335136504,      0.4768097515,       1.010811558,        3.95982617,       1.758136288,        3.44908346
      -1.766649765,      0.5150968709,      0.8748454114,       3.635117956,       2.031680665,       3.525947664
      -1.489102657,      0.4736838311,         1.0508607,       3.770690373,       2.265116545,        3.51734615
      -1.600433138,      0.6395467783,       0.988062134,         3.7759328,       2.132557988,       3.549416495
       -1.38625847,       0.477405584,       1.128971718,       3.952967898,       2.360310066,       3.669790637
      -1.477727578,      0.6977626471,       1.076552927,       3.809336605,       2.068078461,       3.607119147
      -1.476879667,      0.5243309432,       1.004202187,       3.861652222,       2.188676238,       3.677083196
      -1.350726111,      0.5918207134,       1.141547831,       4.007252657,       2.298873877,       3.733869416
      -1.246522673,      0.5427187338,       1.195498739,       4.065038387,       2.072704987,       3.759416099
      -1.377679802,      0.6806389156,       1.069567535,       3.978679008,       2.200555926,       3.866566259
      -1.467634602,       0.243271529,       1.109571442,       3.851118176,       1.953234226,       4.016759829
      -1.502767771,      0.2157947371,      0.9079058011,       3.865563021,       1.942018954,        4.20991337
      -1.470261198,      0.1608804368,       1.042661347,       3.891851541,       2.075228324,       4.463936649
      -1.369594489,      0.3933374631,       1.087128544,       3.969091158,        2.28592346,       7.977172484
      -1.394016622,      0.3264449124,       1.089188426,       3.885554338,       1.821320792,       11.39712625
      -1.588740762,      0.2161284857,      0.8855947967,       3.886110869,       1.855658581,       10.79851336
      -1.529081351,      0.1486688128,      0.7354629846,       3.948633335,       1.889239602,       10.20326277
      -1.471772525,     0.08772410613,       0.551715122,       3.992629568,       1.881894985,       9.610171809
      -1.474802372,      0.1117647054,      0.3923789989,       3.992629317,       1.842526496,       9.019885737
      -1.543586497,      0.2113216876,      0.3642480262,       3.939475669,       1.737691034,       8.433237144
      -1.713110476,      0.2663473771,      0.3878050281,       3.792246674,       1.580217823,       7.851322965
       -1.85687005,      0.2028419088,      0.3178701398,       3.528236826,        1.49337082,       7.275624114
      -1.804035871,   0.0007858100782,     0.09698220469,       3.367692653,       1.501449886,        6.70815942
      -1.820466647,     -0.2448827145,     -0.1804872566,       3.372123747,       1.548575495,       6.151712332
      -1.982371401,     -0.3967450727,     -0.2718432664,       3.250091322,       1.525917668,       5.610407352
      -2.116866785,     -0.5255188485,     -0.2597464455,       3.178596676,        1.48810424,       5.099580355
       -2.38023723,     -0.5737931475,     0.03343850603,       2.956467382,       1.414572463,       4.655470701
       -2.10005499,     -0.2730105985,       0.296384575,       3.216400074,       1.822624487,       4.298374918
       -1.90954948,     0.02786984702,      0.7197137328,       3.465620537,       2.107142563,       4.043670138
      -1.619866051,       0.381139812,      0.9282044604,       3.558501391,       2.125173131,       3.845569493
      -1.651175057,      0.5761649045,      0.9691132069,       3.775668808,       2.186701589,       3.759474752
      -1.369208179,      0.5716057831,       1.171796522,       3.959966686,        2.34664534,       3.708139651
       -1.56379383,      0.7849082256,       1.000268688,       3.702221622,       2.057840485,       3.484798865
      -1.545141808,      0.4322226881,      0.9593908149,       3.851788699,       2.294638728,       3.657998927
      -1.302396048,      0.3618752327,       1.168296467,       4.060331538,       2.235861843,       3.426772909
      -1.329684462,      0.3720560906,       1.067221154,       4.095990501,       2.158853366,       3.443814544
      -1.410841451,      0.1530295707,       1.161539415,       3.960700413,       2.235831389,       3.601649742
      -1.386135819,      0.4445636346,       1.170826989,       3.966276876,       2.110681668,        3.65751349
      -1.479045214,       0.290250871,       1.065315835,       3.895173889,       2.110282399,       3.524815644
      -1.471249974,      0.4340937426,       1.125816303,        3.93118079,       2.090793758,        3.61860295
      -1.381796031,      0.4110294565,        1.13033991,       3.953336366,       2.049607224,       3.465753674
      -1.548226451,      0.5556429434,       1.064786394,       3.784047953,       2.122009811,       3.510643328
      -1.435226879,      0.4026484629,       1.066143855,       3.921632886,       1.997623731,       3.436268147
       -1.46247368,      0.4106488993,       1.087259545,       3.915971258,       2.067549409,       3.441727619
      -1.446721515,       0.354567477,       1.069288175,       3.895043856,       2.204947944,        3.52962053
      -1.444390156,      0.4430557249,       1.066766801,       3.918371607,        2.08808105,       3.575307776
      -1.391623931,      0.4494876751,       1.118802623,       3.942090615,       2.211808157,       3.519138946
      -1.459574941,      0.4600570307,       1.092356842,        3.84567689,       2.048078824,        3.50699995
       -1.35728723,      0.4895538988,       1.086658452,       3.993513154,       2.029547992,       3.417889589
      -1.387655173,      0.5302407004,       1.091933706,       3.971965646,       1.976328891,       3.356410711
      -1.351442228,      0.2120009077,      0.9738967743,       3.985779392,       1.905554506,       3.418821061
      -1.471811077,      0.3702879863,      0.9015422669,       3.871208084,       1.943024609,       3.417819829
      -1.539213113,        0.25272257,      0.9433668992,       3.745886995,       2.021068404,       3.563475884
      -1.432903275,      0.4265673479,      0.9920005419,        3.94432848,       2.060907618,       3.599837252
      -1.501739929,      0.2817723306,       1.045700603,       3.833712962,       2.000342355,        3.52955525
      -1.459565413,      0.4345010526,       1.004349661,       3.900153898,       2.023512199,       3.564890169
      -1.424274216,       0.393501708,       1.120807583,       3.903384214,       1.993015262,       3.485240736
      -1.480268746,      0.5202879564,       1.028847225,       3.847219847,       1.948205758,       3.463520457
      -1.393405189,      0.3516083966,       1.014060401,       3.938335913,       2.021960467,       3.524661158
      -1.410338309,      0.3702728244,       1.046242114,       3.927464088,        2.00133964,       3.545407393
      -1.458295245,      0.3398066327,       1.017127532,       3.878848895,       2.057863083,       3.554016548
       -1.43682314,      0.3730530235,       1.039278889,       3.917201666,       2.073401276,       3.598122778
      -1.336550229,      0.4760134034,       1.158470756,       3.987346044,       2.008779054,       3.459882346
      -1.429859156,       0.659624575,        1.04892925,       3.886760949,       1.914371759,        3.29774964
      -1.432566805,      0.2835327644,      0.9626112132,       3.911015817,       2.059881625,       3.537414551
      -1.396065478,      0.3590997146,       1.046556783,       3.939892889,       2.053208641,       3.581838064
      -1.500095138,      0.2953058638,      0.9772418415,       3.900985874,       2.059910426,       3.538679486
      -1.439528092,      0.3509584049,       1.005189753,        3.91483744,       2.148367343,        3.67875995
      -1.307269067,       0.595429282,       1.157420595,       4.020410144,       1.970686674,       3.473058705
      -1.435729137,        0.65748278,       1.051390307,       3.890616483,       1.918204539,       3.371737187
      -1.431292117,      0.2915644631,       0.959363547,       3.904236047,       2.023141902,       3.528724297
      -1.415071111,       0.344571108,       1.021394167,       3.918957626,       2.033811703,       3.587572945
      -1.469941927,      0.3351853231,       1.003902705,       3.865269596,       2.048999696,       3.600023747
      -1.417724521,      0.3875125744,       1.038795263,        3.94289995,       2.118055613,       3.678644625
      -1.355142242,      0.4964812553,        1.16252165,       3.953812266,       1.958008317,       3.535516343
      -1.449006427,       0.664958423,       1.039435149,        3.87042759,        1.88487936,       3.480234531
      -1.426502978,      0.3126707786,      0.9855811623,       3.912961972,       2.023335037,       3.642783946
      -1.365892366,      0.3690370191,       1.061134591,       3.981222356,       1.896226161,       3.565861958
      -1.456918823,      0.2681346139,       0.907580685,       3.992001909,       1.968549504,       3.625452299
      -1.436151854,      0.2893827944,       1.053679358,       3.866190121,       2.103761694,        3.78496592
       -1.33077002,      0.5576996031,       1.087086476,       4.038346445,       2.084539523,       3.853417201
      -1.345934707,      0.4160315946,        1.04284264,       4.009560253,       2.121366189,       3.937306506
      -1.423006613,      0.5391656026,       1.009939795,       3.962884741,       2.190307837,       4.077583023
      -1.375546212,      0.5531226517,       1.160294574,       3.919058293,        2.05836677,        4.24025359
      -1.357273272,      0.7797092622,       1.041556804,       4.019286044,       2.022322792,       4.495069265
      -1.289724586,      0.4252086404,       1.101691968,       4.054253281,       2.307272311,       4.804978676
