    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
      -1.445849366,       0.495539452,       1.093895879,       3.886829504,       2.084775185,       3.617635367
      -1.335401107,       0.481499041,       1.148004201,       4.007651346,       2.008586574,       3.518537578
      -1.425061973,      0.5997991622,       1.079600266,       3.900872895,       1.977780358,       3.478034397
      -1.380845177,      0.3292957684,       1.016336843,       3.964247993,       2.040394802,       3.610425981
      -1.352584899,      0.4392283835,       1.061819407,       3.991105614,       2.041844439,       3.648600489
      -1.480190101,       0.311239873,      0.9871139917,       3.916809973,       2.021025207,       3.637922361
      -1.424195801,      0.3779991031,      0.9912567441,       3.932112511,       2.134430513,       3.746943542
      -1.320147656,      0.5630934108,       1.146717129,       4.002178499,        1.93552032,       3.696983534
      -1.450243551,      0.6510748818,       1.025595148,       3.881057835,       1.863540219,       3.746888682
      -1.473659577,      0.3062156157,      0.9586251946,        3.86144062,        1.99126724,       3.884248053
      -1.408640088,      0.3040461912,       1.026188346,        3.94141039,       1.959523123,       4.012518251
      -1.568737993,      0.2501493195,      0.9359768903,       3.873082366,       2.029719224,       4.195284969
      -1.497884628,      0.3181480042,      0.9611744803,       3.862596937,       2.139023465,       4.438939778
      -1.318276417,      0.6028242857,       1.145828915,       4.013982624,       2.192117733,       8.181925467
      -1.445008288,      0.6275013913,       1.049114314,       3.880088413,       2.014836615,       11.80938267
        -1.4285307,      0.2662978877,       0.960072766,       3.897419984,       2.053030042,        11.2068031
      -1.409236778,      0.3510144655,       1.019883249,       3.928688267,       2.075021369,       10.60447771
      -1.397196279,      0.3107380016,       1.044349703,       3.923950058,       2.098066107,        10.0024979
      -1.416851743,      0.5347027079,       1.045802685,       3.928281521,        2.10208277,       9.400934763
      -1.469587648,      0.3521687479,       1.072423563,       3.872174989,       2.025094794,       8.800019245
      -1.464465259,      0.4159061353,       1.050035454,       3.878274143,       2.044782174,       8.200298533
      -1.402692778,      0.4392722301,       1.132248291,       3.933814139,       1.996794983,       7.602915713
       -1.47598096,      0.5287867049,       1.041566389,        3.84644405,        1.98186579,       7.010111638
      -1.416627991,      0.3411596146,       1.018689137,       3.920996055,       2.033833542,       6.426153612
      -1.385089503,      0.3644372447,       1.064456354,       3.960933956,       2.032627713,       5.858816502
      -1.475970286,      0.3167639115,       1.014380634,       3.889949268,        2.06111795,       5.321375846
      -1.418944061,      0.3835151155,       1.030191906,       3.944619853,       2.117510056,       4.834316414
      -1.328826084,      0.4795563919,       1.172985483,       3.992070862,       1.980903592,       4.420479818
      -1.437814879,      0.6959322114,       1.030669996,        3.88097529,       1.868378541,       4.089952878
      -1.477923094,      0.2745595903,      0.9280801598,        3.87495726,       2.033623229,       3.877510708
      -1.408623016,      0.3432242399,       1.028122765,       3.933029726,       1.954357328,       3.697394923
      -1.547762723,      0.2037320944,      0.8818365089,       3.930453511,       1.930270311,       3.508539294
      -1.514369088,      0.1813250938,        0.97616347,       3.791482223,       2.167143572,       3.710805957
      -1.326658958,      0.4431418334,       1.123705069,       4.043094161,       2.004604264,       3.473153372
      -1.256210487,      0.5812095635,       1.010679203,       4.151452294,       2.156569348,       3.590795212
      -1.432484762,      0.4028059069,       1.147556963,       3.896933362,       2.095157729,       3.585005634
      -1.498624783,      0.6041356337,       1.054221383,       3.876205634,        2.14660049,        3.71789178
      -1.445528919,      0.4090784772,       1.084407286,       3.878657652,       2.116193104,       3.595753193
      -1.417527582,      0.4785710453,       1.080913811,       3.933417333,       2.123599704,         3.6678923
      -1.410989347,      0.4330914526,       1.122072237,       3.933890329,       2.082087848,       3.517874196
      -1.501564241,      0.4834634635,       1.054615028,       3.818599996,       2.102977753,       3.602311826
      -1.334649068,      0.5146874216,       1.108151759,       3.999843137,        2.04935523,       3.483510447
      -1.415900155,      0.5553180159,       1.069958732,       3.913590912,       2.075383213,       3.481053885
      -1.401359183,      0.3704804422,       1.030173936,       3.926194268,       2.048041936,       3.522818015
      -1.394593408,      0.4061510658,       1.037634237,       3.956403666,       2.076943983,       3.546761232
      -1.414758772,       0.376399654,       1.057521036,       3.915238877,       2.041192245,       3.546515474
      -1.422384548,       0.520330264,       1.000865231,        3.93583706,       2.019956055,       3.555631987
      -1.390555984,      0.4513699627,       1.120027807,       3.938752916,       1.941791766,       3.431898632
      -1.474851212,      0.5394264281,         1.0011876,       3.843018521,       1.902968002,       3.315586703
      -1.490066582,      0.2403476498,       0.928511234,       3.844971934,       2.019693033,       3.549410714
      -1.388325325,      0.3560434781,       1.027871903,       3.965470781,       1.908220951,        3.35207567
      -1.475356272,      0.2044255855,      0.9000326836,       3.973468309,       1.973400024,        3.38285097
      -1.413756687,      0.3290147797,       1.042299504,       3.896102115,       2.135063037,       3.660881855
      -1.324971385,      0.5880198749,       1.089801549,       4.022693524,       2.084213968,       3.660413134
      -1.330153475,      0.4163496674,       1.009910444,       4.040583579,       2.186322631,       3.740303589
      -1.252930054,      0.4950797242,       1.029553864,       4.123838274,       2.249679019,       3.943272601
      -1.000249083,      0.5317623016,        1.23454873,       4.248819221,       2.237145551,       3.905976413
     -0.9837526057,      0.4460836002,       1.154566832,        4.38643025,       2.032723926,       3.606486772
      -1.339727852,      0.2381470532,      0.9117231437,       3.868888646,       1.756230469,       3.042588015
      -2.065991966,    -0.08530431675,      0.3669802252,       3.281703316,       1.741288833,       3.051041907
      -2.130765333,      -0.144780356,     0.06542358174,       3.566681318,       1.687597391,       2.948967332
      -2.305811518,    -0.06704949351,      0.1105176761,        3.41205552,       1.618488922,       2.878878207
      -2.194039499,    -0.03911495222,     0.08607701972,       3.258642685,       1.550099113,       2.915809358
      -1.949032628,    -0.05738177044,      0.0164608166,       3.085364225,       1.525888284,       2.913804254
      -1.898221602,     -0.1514423125,     -0.1781303485,       3.191775668,       1.586626166,       3.060016133
      -1.795375681,     -0.1334677129,     0.05301624935,        3.36915213,       1.660631268,       3.032461753
      -2.108599669,     -0.3082591928,      0.3922943151,       3.176541314,       1.846654729,       3.376646481
      -1.623629619,      0.2401275361,      0.7806137877,       3.667396609,       1.892519327,       3.523099377
      -1.589425142,      0.2899573206,      0.9681498472,       3.810707905,       2.043248097,       3.485168116
      -1.734716016,      0.3244923053,      0.8857294555,       3.791483233,       2.246344216,        3.70209056
      -1.388745726,      0.3745521019,      0.9739237776,       4.040223374,        2.31247303,       3.909821272
         -1.011963,      0.5749762635,       1.258349397,       4.251019716,       2.206652578,       3.884491958
     -0.9861668434,      0.5023164917,        1.16755882,        4.39276676,       1.966575817,       3.573339015
      -1.334485358,      0.2481592699,      0.9459345821,        3.88882703,       1.300404192,        2.95039141
      -2.241987928,    -0.08440746201,      0.3648473619,        3.16746983,       1.485746813,       3.110315169
      -2.092450458,    -0.08230826106,     0.00874197467,       3.588589687,        1.38021012,       3.014027836
      -2.422485068,    -0.03034765025,     0.08419308161,       3.433631482,       1.302021269,       2.980938201
      -2.609752907,    0.000667416409,     0.08632624428,       3.292865969,       1.122119759,       2.971739171
      -2.136921017,   -0.007415436835,     0.05980272682,       2.809567785,       1.056042643,       2.970310447
      -2.106385444,    -0.08761022184,     -0.1288641955,        2.96256598,       1.378171512,       3.144547675
      -1.800395025,    -0.04560254127,      0.1894724985,       3.424010062,       1.668532259,       3.224729027
      -2.110630798,     -0.2405415457,      0.6090276732,       3.344724463,       1.989607361,       3.555443046
      -1.473831004,      0.4292347547,      0.9598164635,       3.801535501,       1.791445617,       3.409164943
