"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,        4013,      -6.796479423,      -4.503616805,      -5.428546291,      -1.314998793,      -9.537219904
          0,           0,        4014,      -6.796429001,      -4.503658222,      -5.428695731,      -1.315002045,       -9.53807029
          0,           0,        4015,      -6.796515536,      -4.503679266,      -5.428778201,      -1.314999322,      -9.538920698
          0,           0,        4016,      -6.796465198,      -4.503720523,      -5.428922397,      -1.315002564,      -9.539771191
          0,           0,        4017,      -6.796551505,      -4.503741394,      -5.428999872,      -1.314999841,      -9.540621706
          0,           0,        4018,      -6.796501252,      -4.503782479,       -5.42913897,      -1.315003075,      -9.541472307
          0,           0,        4019,      -6.796587334,      -4.503803162,       -5.42921164,      -1.315000353,      -9.542322932
          0,           0,        4020,      -6.796537169,      -4.503844059,      -5.429345856,      -1.315003579,      -9.543173643
          0,           0,        4021,      -6.796623027,      -4.503864541,      -5.429413974,       -1.31500086,      -9.544024376
          0,           0,        4022,      -6.796572953,      -4.503905238,      -5.429543604,       -1.31500408,      -9.544875198
          0,           0,        4023,       -6.79665859,      -4.503925505,      -5.429607495,      -1.315001363,      -9.545726042
          0,           0,        4024,      -6.796608607,      -4.503965987,      -5.429732891,      -1.315004579,      -9.546576974
          0,           0,        4025,      -6.796694025,      -4.503986025,      -5.429792944,      -1.315001867,      -9.547427928
          0,           0,        4026,      -6.796644137,      -4.504026279,      -5.429914517,      -1.315005079,      -9.548278971
          0,           0,        4027,      -6.796729338,      -4.504046075,      -5.429971177,      -1.315002374,      -9.549130036
          0,           0,        4028,      -6.796679545,      -4.504086087,      -5.430089403,      -1.315005585,      -9.549981189
          0,           0,        4029,      -6.796764531,      -4.504105627,      -5.430143173,      -1.315002887,      -9.550832364
          0,           0,        4030,      -6.796714834,      -4.504145386,      -5.430258578,      -1.315006098,      -9.551683627
          0,           0,        4031,      -6.796799608,      -4.504164658,      -5.430310006,       -1.31500341,      -9.552534912
          0,           0,        4032,      -6.796750008,       -4.50420415,       -5.43042316,      -1.315006623,      -9.553386285
          0,           0,        4033,       -6.79683457,      -4.504223143,      -5.430472847,      -1.315003945,      -9.554237679
          0,           0,        4034,       -6.79678507,      -4.504262357,       -5.43058436,      -1.315007163,      -9.555089161
          0,           0,        4035,      -6.796869421,       -4.50428106,      -5.430632923,      -1.315004498,      -9.555940663
          0,           0,        4036,      -6.796820019,      -4.504319985,       -5.43074344,      -1.315007721,      -9.556792252
          0,           0,        4037,      -6.796904161,      -4.504338387,      -5.430791545,       -1.31500507,       -9.55764386
          0,           0,        4038,      -6.796854859,      -4.504377014,      -5.430901729,      -1.315008301,      -9.558495557
          0,           0,        4039,      -6.796938793,      -4.504395105,      -5.430950049,      -1.315005666,      -9.559347272
          0,           0,        4040,       -6.79688959,      -4.504433425,      -5.431060586,      -1.315008906,      -9.560199074
          0,           0,        4041,      -6.796973315,      -4.504451196,      -5.431109821,      -1.315006288,      -9.561050895
          0,           0,        4042,      -6.796924213,      -4.504489201,      -5.431221407,      -1.315009539,      -9.561902803
          0,           0,        4043,       -6.79700773,      -4.504506645,      -5.431272229,      -1.315006941,      -9.562754727
          0,           0,        4044,      -6.796958726,      -4.504544327,      -5.431385526,      -1.315010205,      -9.563606739
          0,           0,        4045,      -6.797042036,      -4.504561437,      -5.431438613,      -1.315007626,      -9.564458766
          0,           0,        4046,      -6.796993131,      -4.504598789,      -5.431554303,      -1.315010904,       -9.56531088
          0,           0,        4047,      -6.797076233,       -4.50461556,      -5.431610324,      -1.315008348,      -9.566163008
          0,           0,        4048,      -6.797027426,      -4.504652577,      -5.431729061,      -1.315011641,      -9.567015222
          0,           0,        4049,      -6.797110319,      -4.504669004,      -5.431788651,      -1.315009108,      -9.567867449
          0,           0,        4050,      -6.797061609,      -4.504705682,      -5.431911055,      -1.315012418,      -9.568719761
          0,           0,        4051,      -6.797144293,      -4.504721759,       -5.43197482,      -1.315009908,      -9.569572084
          0,           0,        4052,      -6.797095678,      -4.504758095,      -5.432101469,      -1.315013236,      -9.570424492
          0,           0,        4053,      -6.797178152,      -4.504773821,      -5.432169966,      -1.315010752,      -9.571276908
          0,           0,        4054,      -6.797129631,      -4.504809811,      -5.432301403,      -1.315014098,      -9.572129408
          0,           0,        4055,      -6.797211894,      -4.504825183,      -5.432375138,      -1.315011639,      -9.572981914
          0,           0,        4056,      -6.797163465,      -4.504860826,      -5.432511837,      -1.315015005,      -9.573834502
          0,           0,        4057,      -6.797245516,      -4.504875843,      -5.432591256,      -1.315012572,      -9.574687095
          0,           0,        4058,      -6.797197176,      -4.504911138,      -5.432733635,      -1.315015957,      -9.575539768
          0,           0,        4059,      -6.797279014,      -4.504925799,      -5.432819126,      -1.315013552,      -9.576392443
          0,           0,        4060,      -6.797230761,      -4.504960746,      -5.432967538,      -1.315016956,      -9.577245195
          0,           0,        4061,      -6.797312384,      -4.504975053,      -5.433059407,      -1.315014577,      -9.578097947
          0,           0,        4062,      -6.797264217,      -4.505009653,      -5.433214127,      -1.315018002,      -9.578950775
          0,           0,        4063,      -6.797345624,      -4.505023607,      -5.433312611,       -1.31501565,      -9.579803599
          0,           0,        4064,      -6.797297539,      -4.505057861,      -5.433473839,      -1.315019094,      -9.580656496
          0,           0,        4065,      -6.797378728,      -4.505071464,        -5.4335791,      -1.315016769,      -9.581509386
          0,           0,        4066,      -6.797330723,      -4.505105376,      -5.433746958,      -1.315020231,      -9.582362347
          0,           0,        4067,      -6.797411691,       -4.50511863,      -5.433859072,      -1.315017932,      -9.583215298
          0,           0,        4068,      -6.797363763,      -4.505152202,      -5.434033599,      -1.315021414,      -9.584068315
          0,           0,        4069,      -6.797444509,      -4.505165112,      -5.434152565,       -1.31501914,      -9.584921319
          0,           0,        4070,      -6.797396655,       -4.50519835,      -5.434333725,      -1.315022639,      -9.585774387
          0,           0,        4071,      -6.797477177,       -4.50521092,      -5.434459452,       -1.31502039,      -9.586627437
          0,           0,        4072,      -6.797429395,      -4.505243828,      -5.434647124,      -1.315023904,      -9.587480548
          0,           0,        4073,      -6.797509689,      -4.505256064,      -5.434779454,      -1.315021679,      -9.588333637
          0,           0,        4074,      -6.797461976,      -4.505288648,      -5.434973434,      -1.315025209,      -9.589186783
          0,           0,        4075,      -6.797542042,      -4.505300556,      -5.435112133,      -1.315023006,      -9.590039903
          0,           0,        4076,      -6.797494393,      -4.505332822,      -5.435312156,      -1.315026549,      -9.590893076
          0,           0,        4077,      -6.797574228,       -4.50534441,      -5.435456909,      -1.315024367,      -9.591746218
          0,           0,        4078,      -6.797526641,      -4.505376366,      -5.435662638,      -1.315027921,       -9.59259941
          0,           0,        4079,      -6.797606243,      -4.505387641,      -5.435813071,      -1.315025758,      -9.593452567
          0,           0,        4080,      -6.797558715,      -4.505419294,      -5.436024097,      -1.315029322,      -9.594305768
          0,           0,        4081,      -6.797638081,      -4.505430265,      -5.436179773,      -1.315027176,       -9.59515893
          0,           0,        4082,      -6.797590609,      -4.505461624,      -5.436395638,      -1.315030748,      -9.596012132
          0,           0,        4083,      -6.797669738,        -4.5054723,      -5.436556068,      -1.315028617,       -9.59686529
          0,           0,        4084,       -6.79762232,      -4.505503375,      -5.436776261,      -1.315032194,      -9.597718484
          0,           0,        4085,      -6.797701209,      -4.505513766,      -5.436940911,      -1.315030076,      -9.598571628
          0,           0,        4086,       -6.79765384,      -4.505544567,      -5.437164882,      -1.315033656,      -9.599424804
          0,           0,        4087,      -6.797732488,      -4.505554683,      -5.437333177,      -1.315031548,      -9.600277926
          0,           0,        4088,      -6.797685167,       -4.50558522,      -5.437560339,      -1.315035129,      -9.601131075
          0,           0,        4089,      -6.797763572,      -4.505595072,      -5.437731675,       -1.31503303,      -9.601984163
          0,           0,        4090,      -6.797716295,      -4.505625357,      -5.437961415,      -1.315036608,      -9.602837275
          0,           0,        4091,      -6.797794455,      -4.505634957,      -5.438135169,      -1.315034515,      -9.603690322
          0,           0,        4092,      -6.797747221,      -4.505665001,      -5.438366861,      -1.315038088,      -9.604543387
          0,           0,        4093,      -6.797825134,       -4.50567436,      -5.438542396,      -1.315035998,      -9.605396382
          0,           0,        4094,       -6.79777794,      -4.505704176,      -5.438775395,      -1.315039565,       -9.60624939
          0,           0,        4095,      -6.797855605,      -4.505713307,      -5.438952082,      -1.315037476,      -9.607102323
          0,           0,        4096,       -6.79780845,      -4.505742906,       -5.43918577,      -1.315041032,      -9.607955265
          0,           0,        4097,      -6.797885865,      -4.505751822,      -5.439362957,      -1.315038941,      -9.608808125
          0,           0,        4098,      -6.797838747,      -4.505781217,       -5.43959667,      -1.315042485,      -9.609660991
          0,           0,        4099,      -6.797915912,      -4.505789931,      -5.439773721,       -1.31504039,      -9.610513769
          0,           0,        4100,      -6.797868829,      -4.505819135,      -5.440006853,      -1.315043919,      -9.611366548
          0,           0,        4101,      -6.797945744,      -4.505827658,      -5.440183168,      -1.315041818,      -9.612219235
          0,           0,        4102,      -6.797898695,      -4.505856684,      -5.440415126,       -1.31504533,      -9.613071918
          0,           0,        4103,      -6.797975358,      -4.505865031,      -5.440590116,       -1.31504322,      -9.613924504
          0,           0,        4104,      -6.797928343,      -4.505893891,      -5.440820325,      -1.315046712,      -9.614777081
          0,           0,        4105,      -6.798004755,      -4.505902073,      -5.440993433,      -1.315044591,      -9.615629556
          0,           0,        4106,      -6.797957772,      -4.505930781,      -5.441221357,      -1.315048063,      -9.616482018
          0,           0,        4107,      -6.798033933,      -4.505938812,      -5.441392059,      -1.315045928,      -9.617334373
          0,           0,        4108,      -6.797986982,      -4.505967379,      -5.441617195,      -1.315049377,       -9.61818671
          0,           0,        4109,      -6.798062893,      -4.505975271,      -5.441785006,      -1.315047228,      -9.619038936
          0,           0,        4110,      -6.798015975,       -4.50600371,      -5.442006889,      -1.315050651,       -9.61989114
          0,           0,        4111,      -6.798091636,      -4.506011475,      -5.442171369,      -1.315048485,      -9.620743227
          0,           0,        4112,       -6.79804475,      -4.506039797,      -5.442389575,      -1.315051882,      -9.621595288
          0,           0,        4113,      -6.798120162,      -4.506047446,      -5.442550325,      -1.315049699,      -9.622447228
          0,           0,        4114,      -6.798073309,      -4.506075662,      -5.442764477,      -1.315053068,      -9.623299139
          0,           0,        4115,      -6.798148474,      -4.506083206,      -5.442921143,      -1.315050865,      -9.624150923
          0,           0,        4116,      -6.798101656,      -4.506111328,      -5.443130909,      -1.315054206,      -9.625002674
          0,           0,        4117,      -6.798176574,      -4.506118777,      -5.443283183,      -1.315051983,      -9.625854294
          0,           0,        4118,      -6.798129791,      -4.506146813,      -5.443488279,      -1.315055295,      -9.626705878
          0,           0,        4119,      -6.798204465,      -4.506154177,      -5.443635901,       -1.31505305,      -9.627557327
          0,           0,        4120,      -6.798157719,      -4.506182137,      -5.443836086,      -1.315056332,      -9.628408736
          0,           0,        4121,      -6.798232151,      -4.506189425,      -5.443978839,      -1.315054066,      -9.629260005
          0,           0,        4122,      -6.798185444,      -4.506217317,      -5.444173922,      -1.315057318,      -9.630111232
          0,           0,        4123,      -6.798259635,      -4.506224536,      -5.444311637,       -1.31505503,      -9.630962316
          0,           0,        4124,      -6.798212968,      -4.506252369,      -5.444501466,      -1.315058251,      -9.631813354
          0,           0,        4125,      -6.798286921,      -4.506259526,      -5.444634019,      -1.315055941,      -9.632664245
          0,           0,        4126,      -6.798240296,      -4.506287305,      -5.444818491,      -1.315059133,      -9.633515088
          0,           0,        4127,      -6.798314014,      -4.506294407,      -5.444945798,      -1.315056801,      -9.634365781
          0,           0,        4128,      -6.798267433,      -4.506322139,      -5.445124851,      -1.315059963,      -9.635216422
          0,           0,        4129,      -6.798340918,      -4.506329191,       -5.44524688,      -1.315057609,      -9.636066911
          0,           0,        4130,      -6.798294384,      -4.506356881,      -5.445420488,      -1.315060742,      -9.636917346
          0,           0,        4131,      -6.798367638,      -4.506363888,      -5.445537234,      -1.315058367,      -9.637767625
          0,           0,        4132,      -6.798321153,      -4.506391539,      -5.445705415,      -1.315061471,      -9.638617849
          0,           0,        4133,      -6.798394179,      -4.506398504,      -5.445816918,      -1.315059076,      -9.639467914
          0,           0,        4134,      -6.798347745,      -4.506426121,      -5.445979729,      -1.315062153,      -9.640317923
          0,           0,        4135,      -6.798420546,      -4.506433047,      -5.446086065,      -1.315059738,       -9.64116777
          0,           0,        4136,      -6.798374165,      -4.506460631,      -5.446243591,      -1.315062789,       -9.64201756
          0,           0,        4137,      -6.798446743,      -4.506467521,      -5.446344867,      -1.315060356,      -9.642867186
          0,           0,        4138,      -6.798400418,      -4.506495075,      -5.446497232,      -1.315063382,      -9.643716753
          0,           0,        4139,      -6.798472776,      -4.506501929,      -5.446593586,       -1.31506093,      -9.644566155
          0,           0,        4140,      -6.798426508,      -4.506529453,       -5.44674094,      -1.315063933,      -9.645415497
          0,           0,        4141,      -6.798498649,      -4.506536273,      -5.446832545,      -1.315061465,      -9.646264673
          0,           0,        4142,      -6.798452441,      -4.506563768,      -5.446975067,      -1.315064446,      -9.647113789
          0,           0,        4143,      -6.798524367,      -4.506570553,      -5.447062117,      -1.315061963,      -9.647962737
          0,           0,        4144,       -6.79847822,      -4.506598019,      -5.447200013,      -1.315064923,      -9.648811625
          0,           0,        4145,      -6.798549933,      -4.506604769,      -5.447282727,      -1.315062426,      -9.649660344
          0,           0,        4146,       -6.79850385,      -4.506632204,      -5.447416227,      -1.315065367,      -9.650509003
          0,           0,        4147,      -6.798575352,      -4.506638918,      -5.447494846,      -1.315062858,      -9.651357493
          0,           0,        4148,      -6.798529334,      -4.506666323,      -5.447624194,      -1.315065781,      -9.652205923
          0,           0,        4149,      -6.798600628,      -4.506672999,      -5.447698981,      -1.315063261,      -9.653054185
          0,           0,        4150,      -6.798554677,       -4.50670037,      -5.447824447,      -1.315066168,      -9.653902387
          0,           0,        4151,      -6.798625765,      -4.506707007,      -5.447895679,      -1.315063639,      -9.654750421
          0,           0,        4152,      -6.798579882,      -4.506734343,       -5.44801754,      -1.315066532,      -9.655598396
          0,           0,        4153,      -6.798650765,      -4.506740939,      -5.448085506,      -1.315063995,      -9.656446204
          0,           0,        4154,      -6.798604951,      -4.506768238,      -5.448204057,      -1.315066875,      -9.657293955
          0,           0,        4155,      -6.798675631,      -4.506774789,       -5.44826906,      -1.315064331,      -9.658141538
          0,           0,        4156,      -6.798629888,      -4.506802049,      -5.448384602,        -1.3150672,      -9.658989067
          0,           0,        4157,      -6.798700367,      -4.506808554,      -5.448446945,      -1.315064652,      -9.659836429
          0,           0,        4158,      -6.798654695,      -4.506835772,      -5.448559791,       -1.31506751,      -9.660683739
          0,           0,        4159,      -6.798724974,      -4.506842228,      -5.448619786,      -1.315064959,      -9.661530884
          0,           0,        4160,      -6.798679375,        -4.5068694,      -5.448730241,      -1.315067808,      -9.662377978
          0,           0,        4161,      -6.798749455,      -4.506875805,      -5.448788205,      -1.315065255,      -9.663224909
          0,           0,        4162,      -6.798703929,       -4.50690293,      -5.448896579,      -1.315068098,      -9.664071793
          0,           0,        4163,      -6.798773812,       -4.50690928,      -5.448952816,      -1.315065544,      -9.664918515
          0,           0,        4164,      -6.798728359,      -4.506936355,      -5.449059417,      -1.315068381,      -9.665765193
          0,           0,        4165,      -6.798798046,      -4.506942648,       -5.44911424,      -1.315065827,      -9.666611711
          0,           0,        4166,      -6.798752667,       -4.50696967,      -5.449219363,       -1.31506866,      -9.667458187
          0,           0,        4167,      -6.798822159,      -4.506975903,      -5.449273055,      -1.315066108,      -9.668304507
          0,           0,        4168,      -6.798776854,       -4.50700287,       -5.44937699,      -1.315068937,      -9.669150788
          0,           0,        4169,      -6.798846151,      -4.507009042,      -5.449429847,      -1.315066388,      -9.669996915
          0,           0,        4170,      -6.798800921,       -4.50703595,      -5.449532881,      -1.315069215,      -9.670843008
          0,           0,        4171,      -6.798870024,      -4.507042058,      -5.449585171,      -1.315066671,       -9.67168895
          0,           0,        4172,      -6.798824869,      -4.507068907,      -5.449687546,      -1.315069496,      -9.672534862
          0,           0,        4173,       -6.79889378,      -4.507074948,        -5.4497395,      -1.315066957,      -9.673380625
          0,           0,        4174,      -6.798848699,      -4.507101734,      -5.449841457,      -1.315069782,      -9.674226363
          0,           0,        4175,      -6.798917418,      -4.507107707,      -5.449893314,      -1.315067248,      -9.675071955
          0,           0,        4176,      -6.798872412,      -4.507134429,      -5.449995071,      -1.315070074,      -9.675917527
          0,           0,        4177,       -6.79894094,      -4.507140331,      -5.450047044,      -1.315067547,      -9.676762958
          0,           0,        4178,      -6.798896009,      -4.507166987,      -5.450148803,      -1.315070374,      -9.677608371
          0,           0,        4179,      -6.798964346,      -4.507172818,      -5.450201067,      -1.315067855,      -9.678453648
          0,           0,        4180,      -6.798919489,      -4.507199406,      -5.450302994,      -1.315070683,      -9.679298913
          0,           0,        4181,      -6.798987637,      -4.507205163,      -5.450355713,      -1.315068173,      -9.680144044
          0,           0,        4182,      -6.798942854,      -4.507231682,       -5.45045796,      -1.315071003,      -9.680989168
          0,           0,        4183,      -6.799010813,      -4.507237364,      -5.450511262,      -1.315068501,      -9.681834162
          0,           0,        4184,      -6.798966105,      -4.507263812,      -5.450613944,      -1.315071334,      -9.682679154
          0,           0,        4185,      -6.799033875,      -4.507269418,      -5.450667934,      -1.315068842,      -9.683524021
          0,           0,        4186,      -6.798989241,      -4.507295794,      -5.450771141,      -1.315071677,      -9.684368891
          0,           0,        4187,      -6.799056823,      -4.507301323,        -5.4508259,      -1.315069195,       -9.68521364
          0,           0,        4188,      -6.799012263,      -4.507327626,      -5.450929697,      -1.315072033,      -9.686058397
          0,           0,        4189,      -6.799079657,      -4.507333076,      -5.450985269,      -1.315069561,      -9.686903036
          0,           0,        4190,      -6.799035171,      -4.507359304,      -5.451089698,      -1.315072402,      -9.687747689
          0,           0,        4191,      -6.799102379,      -4.507364675,      -5.451146112,       -1.31506994,      -9.688592229
          0,           0,        4192,      -6.799057967,      -4.507390828,      -5.451251186,      -1.315072784,      -9.689436787
          0,           0,        4193,      -6.799124989,      -4.507396118,      -5.451308436,      -1.315070332,      -9.690281237
          0,           0,        4194,      -6.799080651,      -4.507422194,      -5.451414144,       -1.31507318,       -9.69112571
          0,           0,        4195,      -6.799147487,      -4.507427402,       -5.45147221,      -1.315070738,      -9.691970079
          0,           0,        4196,      -6.799103222,      -4.507453401,       -5.45157852,      -1.315073588,      -9.692814477
          0,           0,        4197,      -6.799169873,      -4.507458526,      -5.451637357,      -1.315071157,      -9.693658774
          0,           0,        4198,      -6.799125682,      -4.507484446,       -5.45174421,       -1.31507401,      -9.694503105
          0,           0,        4199,      -6.799192149,      -4.507489488,      -5.451803755,      -1.315071588,      -9.695347339
          0,           0,        4200,      -6.799148031,      -4.507515327,      -5.451911085,      -1.315074443,      -9.696191613
          0,           0,        4201,      -6.799214315,      -4.507520284,      -5.451971254,      -1.315072032,      -9.697035794
          0,           0,        4202,      -6.799170271,      -4.507546041,      -5.452078974,      -1.315074889,      -9.697880019
          0,           0,        4203,      -6.799236372,      -4.507550912,      -5.452139671,      -1.315072486,      -9.698724156
          0,           0,        4204,        -6.7991924,      -4.507576586,      -5.452247684,      -1.315075345,      -9.699568341
          0,           0,        4205,      -6.799258319,      -4.507581369,      -5.452308804,      -1.315072952,      -9.700412441
          0,           0,        4206,      -6.799214422,      -4.507606959,      -5.452416995,      -1.315075811,      -9.701256595
          0,           0,        4207,      -6.799280159,      -4.507611653,      -5.452478425,      -1.315073427,      -9.702100668
          0,           0,        4208,      -6.799236335,      -4.507637157,      -5.452586685,      -1.315076287,      -9.702944798
          0,           0,        4209,      -6.799301891,       -4.50764176,      -5.452648302,       -1.31507391,       -9.70378885
          0,           0,        4210,      -6.799258141,      -4.507667176,       -5.45275651,      -1.315076771,      -9.704632965
          0,           0,        4211,      -6.799323517,      -4.507671686,      -5.452818193,      -1.315074402,      -9.705477005
          0,           0,        4212,      -6.799279841,      -4.507697012,      -5.452926229,      -1.315077262,      -9.706321112
          0,           0,        4213,      -6.799345038,      -4.507701427,      -5.452987858,      -1.315074901,      -9.707165147
          0,           0,        4214,      -6.799301436,      -4.507726661,      -5.453095604,       -1.31507776,      -9.708009252
          0,           0,        4215,      -6.799366455,      -4.507730979,       -5.45315706,      -1.315075405,      -9.708853289
          0,           0,        4216,      -6.799322926,      -4.507756119,      -5.453264404,      -1.315078263,        -9.7096974
          0,           0,        4217,      -6.799387767,      -4.507760338,      -5.453325576,      -1.315075915,      -9.710541445
          0,           0,        4218,      -6.799344314,      -4.507785381,      -5.453432414,      -1.315078771,      -9.711385567
          0,           0,        4219,      -6.799408978,      -4.507789499,        -5.4534932,      -1.315076428,      -9.712229626
          0,           0,        4220,      -6.799365599,      -4.507814442,      -5.453599434,      -1.315079282,      -9.713073766
          0,           0,        4221,      -6.799430088,      -4.507818456,      -5.453659744,      -1.315076945,      -9.713917844
          0,           0,        4222,      -6.799386784,      -4.507843297,      -5.453765294,      -1.315079796,      -9.714762007
          0,           0,        4223,      -6.799451097,      -4.507847204,      -5.453825051,      -1.315077464,       -9.71560611
          0,           0,        4224,      -6.799407868,       -4.50787194,      -5.453929846,      -1.315080313,      -9.716450301
          0,           0,        4225,      -6.799472008,      -4.507875737,      -5.453988986,      -1.315077985,      -9.717294433
          0,           0,        4226,      -6.799428855,      -4.507900367,      -5.454092974,       -1.31508083,      -9.718138656
          0,           0,        4227,      -6.799492821,      -4.507904051,      -5.454151449,      -1.315078507,      -9.718982822
          0,           0,        4228,      -6.799449744,       -4.50792857,      -5.454254593,      -1.315081349,       -9.71982708
          0,           0,        4229,      -6.799513537,      -4.507932138,      -5.454312377,       -1.31507903,      -9.720671283
          0,           0,        4230,      -6.799470537,      -4.507956544,      -5.454414656,      -1.315081869,      -9.721515581
          0,           0,        4231,      -6.799534159,      -4.507959994,       -5.45447174,      -1.315079553,      -9.722359824
          0,           0,        4232,      -6.799491236,      -4.507984283,      -5.454573171,      -1.315082388,      -9.723204164
          0,           0,        4233,      -6.799554686,      -4.507987612,      -5.454629568,      -1.315080076,       -9.72404845
          0,           0,        4234,      -6.799511841,      -4.508011782,      -5.454730136,      -1.315082908,      -9.724892835
          0,           0,        4235,      -6.799575121,      -4.508014986,      -5.454785857,        -1.3150806,      -9.725737167
          0,           0,        4236,      -6.799532354,      -4.508039034,      -5.454885618,      -1.315083429,      -9.726581598
          0,           0,        4237,      -6.799595465,      -4.508042111,      -5.454940717,      -1.315081124,      -9.727425977
          0,           0,        4238,      -6.799552775,      -4.508066033,      -5.455039723,      -1.315083949,      -9.728270458
          0,           0,        4239,      -6.799615718,       -4.50806898,      -5.455094264,      -1.315081648,      -9.729114886
          0,           0,        4240,      -6.799573107,      -4.508092775,      -5.455192591,      -1.315084471,      -9.729959416
          0,           0,        4241,      -6.799635882,      -4.508095589,      -5.455246657,      -1.315082173,      -9.730803894
          0,           0,        4242,       -6.79959335,      -4.508119253,      -5.455344393,      -1.315084993,      -9.731648476
          0,           0,        4243,      -6.799655958,      -4.508121932,      -5.455398082,      -1.315082699,      -9.732493005
          0,           0,        4244,      -6.799613505,      -4.508145463,      -5.455495333,      -1.315085516,      -9.733337638
          0,           0,        4245,      -6.799675946,      -4.508148004,      -5.455548763,      -1.315083227,      -9.734182218
          0,           0,        4246,      -6.799633572,      -4.508171401,      -5.455645654,      -1.315086042,      -9.735026903
          0,           0,        4247,      -6.799695849,      -4.508173802,      -5.455698948,      -1.315083757,      -9.735871535
          0,           0,        4248,      -6.799653554,      -4.508197061,      -5.455795608,       -1.31508657,      -9.736716272
          0,           0,        4249,      -6.799715666,       -4.50819932,      -5.455848901,       -1.31508429,      -9.737560954
          0,           0,        4250,       -6.79967345,       -4.50822244,      -5.455945472,      -1.315087102,      -9.738405743
          0,           0,        4251,      -6.799735396,      -4.508224555,      -5.455998911,      -1.315084826,      -9.739250476
          0,           0,        4252,      -6.799693258,      -4.508247534,      -5.456095543,      -1.315087637,      -9.740095316
          0,           0,        4253,      -6.799755039,      -4.508249502,      -5.456149292,      -1.315085367,      -9.740940099
          0,           0,        4254,       -6.79971298,      -4.508272339,      -5.456246146,      -1.315088177,      -9.741784988
          0,           0,        4255,      -6.799774596,      -4.508274161,      -5.456300359,      -1.315085913,       -9.74262982
          0,           0,        4256,      -6.799732617,      -4.508296853,      -5.456397598,      -1.315088723,      -9.743474758
          0,           0,        4257,      -6.799794069,      -4.508298527,      -5.456452439,      -1.315086464,      -9.744319638
          0,           0,        4258,      -6.799752168,      -4.508321075,      -5.456550221,      -1.315089275,      -9.745164623
          0,           0,        4259,      -6.799813457,        -4.5083226,      -5.456605848,      -1.315087022,      -9.746009549
          0,           0,        4260,      -6.799771634,      -4.508345003,       -5.45670433,      -1.315089834,      -9.746854581
          0,           0,        4261,      -6.799832758,      -4.508346378,      -5.456760902,      -1.315087588,      -9.747699551
          0,           0,        4262,      -6.799791013,      -4.508368636,      -5.456860241,        -1.3150904,      -9.748544628
          0,           0,        4263,      -6.799851973,      -4.508369861,       -5.45691791,      -1.315088161,      -9.749389641
          0,           0,        4264,      -6.799810305,      -4.508391973,      -5.457018255,      -1.315090975,      -9.750234761
          0,           0,        4265,      -6.799871101,      -4.508393049,      -5.457077167,      -1.315088743,      -9.751079816
          0,           0,        4266,      -6.799829509,      -4.508415015,      -5.457178656,      -1.315091558,      -9.751924977
          0,           0,        4267,      -6.799890141,      -4.508415941,       -5.45723894,      -1.315089333,      -9.752770072
          0,           0,        4268,      -6.799848623,      -4.508437763,      -5.457341695,       -1.31509215,      -9.753615273
          0,           0,        4269,      -6.799909091,       -4.50843854,      -5.457403471,      -1.315089932,      -9.754460406
          0,           0,        4270,      -6.799867648,      -4.508460218,      -5.457507605,      -1.315092751,      -9.755305644
          0,           0,        4271,       -6.79992795,      -4.508460847,      -5.457570979,      -1.315090541,      -9.756150813
          0,           0,        4272,      -6.799886581,      -4.508482381,       -5.45767659,      -1.315093362,      -9.756996088
          0,           0,        4273,      -6.799946718,      -4.508482865,      -5.457741644,       -1.31509116,      -9.757841291
          0,           0,        4274,      -6.799905421,      -4.508504257,      -5.457848805,      -1.315093982,        -9.7586866
          0,           0,        4275,      -6.799965392,      -4.508504596,      -5.457915611,      -1.315091788,      -9.759531836
          0,           0,        4276,      -6.799924166,      -4.508525848,      -5.458024383,      -1.315094612,      -9.760377177
          0,           0,        4277,       -6.79998397,      -4.508526043,       -5.45809298,      -1.315092426,      -9.761222444
          0,           0,        4278,      -6.799942815,      -4.508547158,      -5.458203399,      -1.315095252,      -9.762067815
          0,           0,        4279,      -6.800002452,      -4.508547212,       -5.45827382,      -1.315093073,      -9.762913111
          0,           0,        4280,      -6.799961366,      -4.508568191,      -5.458385899,      -1.315095901,      -9.763758511
          0,           0,        4281,      -6.800020836,      -4.508568107,      -5.458458143,      -1.315093729,      -9.764603834
          0,           0,        4282,      -6.799979817,      -4.508588952,      -5.458571872,      -1.315096559,      -9.765449261
          0,           0,        4283,      -6.800039119,      -4.508588733,      -5.458645922,      -1.315094394,      -9.766294609
          0,           0,        4284,      -6.799998167,      -4.508609448,      -5.458761274,      -1.315097225,      -9.767140062
          0,           0,        4285,      -6.800057301,      -4.508609096,      -5.458837087,      -1.315095067,      -9.767985434
          0,           0,        4286,      -6.800016414,      -4.508629684,      -5.458954006,      -1.315097899,      -9.768830911
          0,           0,        4287,      -6.800075378,      -4.508629203,      -5.459031517,      -1.315095746,      -9.769676305
          0,           0,        4288,      -6.800034555,      -4.508649667,      -5.459149926,      -1.315098578,      -9.770521804
          0,           0,        4289,       -6.80009335,      -4.508649061,      -5.459229049,      -1.315096432,       -9.77136722
          0,           0,        4290,       -6.80005259,      -4.508669405,      -5.459348855,      -1.315099264,      -9.772212739
